origin,destination,carrier_old,current_rate,currency_old,effective_date,lane,carrier_new,rate,fuel surcharge,currency_new,eff_date,expdate,remarks,random notes,is_new_lane,is_removed_lane,rate_diff,percent_change,change_type
pnq,BPL,,,,,pnq-BPL,BlueDart,1169.0,309.37,EURO,2026-02-14,2026-02-26,,Record fact up thing we skill hotel.,True,False,,,New Lane
pnq,BPL,,,,,pnq-BPL,QuickShip,2332.0,53.44,INR,2026-01-23,2026-11-07,,Teach notice choose officer.,True,False,,,New Lane
pnq,GOI,,,,,pnq-GOI,LogiX,3680.0,298.6,inr,2025-06-02,2026-02-15,priority,Before simply capital that personal son car necessary.,True,False,,,New Lane
pnq,IND,,,,,pnq-IND,QuickShip,2781.0,218.14,Usd,2025-11-07,2026-09-27,Special handling,Evidence turn floor color security.,True,False,,,New Lane
pnq,JPR,,,,,pnq-JPR,QuickShip,2801.0,290.56,EURO,2026-04-07,2027-02-12,,Give imagine artist fund also fight mission.,True,False,,,New Lane
pnq,JPR,,,,,pnq-JPR,FastMove,1634.0,172.02,,2026-02-26,2026-05-13,,News seem fish have song music look.,True,False,,,New Lane
pnq,JPR,,,,,pnq-JPR,FastMove,4828.0,237.56,,2026-05-08,2027-03-08,,Senior identify speak thank then open task remain.,True,False,,,New Lane
pnq,JPR,,,,,pnq-JPR,CargoMax,1449.0,64.06,Usd,2025-11-13,2026-02-17,,Concern charge rise billion.,True,False,,,New Lane
pnq,JPR,,,,,pnq-JPR,FastMove,2012.0,255.24,inr,2026-03-28,2026-03-05,,Policy article fly book test chance start.,True,False,,,New Lane
pnq,PAT,,,,,pnq-PAT,FastMove,4203.0,446.29,,2025-06-14,2025-10-18,priority,Never himself sure past.,True,False,,,New Lane
,,,,,,,BlueDart,2827.0,148.92,,2026-01-04,2026-12-21,,Campaign risk instead low wait.,True,False,,,New Lane
,,,,,,,BlueDart,3290.0,90.18,usd,2026-03-18,2027-03-17,,Building reason perhaps hospital capital believe.,True,False,,,New Lane
,,,,,,,CargoMax,519.0,176.69,Usd,2026-01-09,2025-12-31,check rate,Think then look determine season his.,True,False,,,New Lane
,,,,,,,CargoMax,1598.0,402.57,EURO,2025-09-23,2026-03-05,check rate,Support capital decision just whether head.,True,False,,,New Lane
,,,,,,,FastMove,2070.0,129.59,Usd,2025-10-07,2025-12-07,check rate,Poor successful have majority look.,True,False,,,New Lane
,,,,,,,LogiX,3747.0,401.44,usd,2026-02-01,2026-07-02,,Do region record necessary interview.,True,False,,,New Lane
,,,,,,,CargoMax,3215.0,145.42,INR,2025-06-25,2026-01-04,check rate,Among space ten crime it possible next.,True,False,,,New Lane
,,,,,,,FastMove,4022.0,407.99,,2025-08-30,2026-03-21,,Live design they like.,True,False,,,New Lane
,,,,,,,LogiX,2910.0,453.16,INR,2025-08-13,2026-02-25,Special handling,Cup add contain seat son prove quality think.,True,False,,,New Lane
,,,,,,,LogiX,540.0,318.26,usd,2026-03-08,2026-08-19,Urgent,Policy discussion student modern clearly.,True,False,,,New Lane
,,,,,,,QuickShip,674.0,323.31,INR,2025-06-13,2025-11-19,priority,Show key five they Mr group.,True,False,,,New Lane
,,,,,,,QuickShip,2674.0,125.54,usd,2026-01-05,2026-06-29,Urgent,Serious this probably art place always commercial.,True,False,,,New Lane
,,,,,,,LogiX,966.0,324.69,EURO,2026-04-27,2026-07-06,Urgent,Coach hair skin.,True,False,,,New Lane
,,,,,,,FastMove,2622.0,423.64,INR,2025-09-07,2025-11-21,priority,Season decision born answer so whether.,True,False,,,New Lane
,,,,,,,BlueDart,2583.0,229.65,Usd,2025-07-21,2026-07-10,,Question past identify significant.,True,False,,,New Lane
,,,,,,,FastMove,1422.0,98.51,INR,2026-02-23,2026-10-07,Urgent,Hair small no about.,True,False,,,New Lane
,,,,,,,BlueDart,4928.0,209.0,EURO,2025-05-15,2025-09-01,Urgent,Worry store everybody feel resource wall pay.,True,False,,,New Lane
,,,,,,,BlueDart,819.0,49.84,INR,2026-01-03,2026-07-01,priority,Future course successful industry.,True,False,,,New Lane
,,,,,,,CargoMax,1525.0,84.09,Usd,2025-10-05,2025-09-08,priority,Mind pattern international offer.,True,False,,,New Lane
,,,,,,,CargoMax,1201.0,230.08,,2026-01-27,2026-05-21,,Nor practice center computer again.,True,False,,,New Lane
,,,,,,,BlueDart,3538.0,346.28,,2025-10-16,2026-09-23,Urgent,Surface institution worry.,True,False,,,New Lane
,,,,,,,BlueDart,3245.0,197.73,inr,2025-09-19,2025-09-18,priority,Whole hand each open girl nearly.,True,False,,,New Lane
,,,,,,,LogiX,4035.0,434.42,INR,2026-01-14,2026-08-09,priority,Top big find get matter.,True,False,,,New Lane
,,,,,,,QuickShip,4976.0,423.94,Usd,2025-07-26,2025-08-14,,Father professional eight prepare anything.,True,False,,,New Lane
,,,,,,,BlueDart,4439.0,183.83,usd,2025-08-10,2025-08-12,Urgent,Staff service protect control pull happy election son.,True,False,,,New Lane
,,,,,,,QuickShip,3088.0,391.42,inr,2025-06-30,2025-08-15,,Seat size sometimes who.,True,False,,,New Lane
,,,,,,,BlueDart,2429.0,366.45,INR,2025-11-03,2026-05-05,,Evidence study change building rule song.,True,False,,,New Lane
,,,,,,,QuickShip,884.0,320.7,INR,2025-07-26,2025-11-15,,Positive course exactly together themselves report physical too.,True,False,,,New Lane
,,,,,,,FastMove,4541.0,279.65,usd,2026-02-17,2026-09-30,Special handling,Mission body concern air memory coach off.,True,False,,,New Lane
,,,,,,,BlueDart,506.0,332.55,Usd,2025-08-09,2025-07-09,Special handling,Often make eye training citizen task.,True,False,,,New Lane
,,,,,,,FastMove,2731.0,315.1,INR,2026-04-14,2026-05-02,check rate,Take hotel relate local talk college type form.,True,False,,,New Lane
,,,,,,,QuickShip,1505.0,272.03,Usd,2026-04-26,2026-11-28,Urgent,Away pressure true edge structure.,True,False,,,New Lane
,,,,,,,FastMove,56920.0,450.37,,2025-08-28,2026-06-30,priority,Until reflect draw.,True,False,,,New Lane
,,,,,,,QuickShip,1775.0,30.07,EURO,2025-12-11,2026-04-03,,Drug development prepare meeting.,True,False,,,New Lane
,,,,,,,CargoMax,2369.0,93.98,Usd,2025-08-22,2025-11-17,,Level each high many.,True,False,,,New Lane
,,,,,,,QuickShip,3731.0,207.59,INR,2025-10-25,2025-09-10,Urgent,Miss letter theory war.,True,False,,,New Lane
,,,,,,,BlueDart,2459.0,139.55,EURO,2026-05-02,2026-04-13,,Spring put successful audience everyone two memory.,True,False,,,New Lane
,,,,,,,CargoMax,931.0,294.37,usd,2026-03-13,2027-02-07,priority,Situation strong thing officer grow writer again.,True,False,,,New Lane
,,,,,,,CargoMax,2464.0,75.49,EURO,2026-04-26,2027-02-08,,Land north watch trip car stand entire.,True,False,,,New Lane
,,,,,,,FastMove,835.0,470.26,inr,2025-10-28,2025-11-08,Special handling,Particular get difference risk.,True,False,,,New Lane
,,,,,,,LogiX,12360.0,157.16,EURO,2025-12-13,2026-09-28,,Feeling give view.,True,False,,,New Lane
,,,,,,,LogiX,2543.0,216.88,Usd,2026-03-09,2026-03-08,check rate,Five upon fact me.,True,False,,,New Lane
,,,,,,,QuickShip,560.0,294.85,inr,2026-03-19,2026-08-30,Urgent,Research enter section Mr type their.,True,False,,,New Lane
,,,,,,,BlueDart,3107.0,176.62,inr,2025-11-25,2025-12-18,Special handling,Happy war who recently population.,True,False,,,New Lane
,,,,,,,LogiX,48760.0,157.64,Usd,2025-08-15,2026-05-09,,Represent risk state without point role.,True,False,,,New Lane
,,,,,,,QuickShip,4375.0,269.09,INR,2026-01-31,2026-12-10,Special handling,Reduce create with manager just support.,True,False,,,New Lane
,,,,,,,FastMove,1260.0,206.47,inr,2025-10-01,2026-07-07,priority,Great box usually whether street.,True,False,,,New Lane
,,,,,,,CargoMax,4731.0,478.51,EURO,2026-05-09,2027-02-08,check rate,Technology research economic tax.,True,False,,,New Lane
,,,,,,,QuickShip,2035.0,135.81,EURO,2025-09-10,2026-06-21,priority,Institution view order thousand program.,True,False,,,New Lane
,,,,,,,QuickShip,3656.0,109.27,usd,2025-10-02,2026-01-15,Urgent,Plant government walk although.,True,False,,,New Lane
,,,,,,,LogiX,4053.0,124.46,EURO,2025-06-29,2025-11-26,priority,Military assume agency modern.,True,False,,,New Lane
,,,,,,,CargoMax,2461.0,43.29,INR,2025-08-21,2025-08-08,Urgent,Kid inside simply difference personal.,True,False,,,New Lane
,,,,,,,FastMove,1055.0,328.8,usd,2025-07-08,2026-03-30,check rate,Answer affect sport day.,True,False,,,New Lane
,,,,,,,QuickShip,2529.0,393.49,EURO,2025-09-03,2026-01-30,Special handling,Control act everybody else above friend skin.,True,False,,,New Lane
,,,,,,,FastMove,2622.0,423.64,INR,2025-09-07,2025-11-21,priority,Season decision born answer so whether.,True,False,,,New Lane
,,,,,,,BlueDart,874.0,478.68,inr,2026-03-24,2027-03-12,,Spend although woman organization change.,True,False,,,New Lane
,,,,,,,CargoMax,4464.0,46.86,,2025-07-31,2025-09-13,check rate,Production low this future religious week.,True,False,,,New Lane
,,,,,,,CargoMax,60380.0,468.55,inr,2026-04-21,2026-04-13,priority,Method school head charge part.,True,False,,,New Lane
,,,,,,,QuickShip,844.0,433.88,usd,2026-03-02,2026-08-19,check rate,Rate provide town election over three budget.,True,False,,,New Lane
,,,,,,,QuickShip,2005.0,312.62,usd,2025-05-22,2026-04-04,,Discover I beautiful security perhaps off approach discover.,True,False,,,New Lane
,,,,,,,QuickShip,884.0,320.7,INR,2025-07-26,2025-11-15,,Positive course exactly together themselves report physical too.,True,False,,,New Lane
